,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,target
333,0,0,0,0,6.7,6.7,7.5,5.8,0,4,3,3,HUMANAS
334,0,0,0,0,6.2,5.8,5.2,5.4,1,0,2,6,EXATAS
335,0,0,1,3,6.0,5.1,0.0,0.0,1,5,2,6,DIFICULDADE
336,0,0,0,0,7.1,7.5,7.6,6.4,1,4,5,4,HUMANAS
337,0,0,0,0,6.6,5.4,7.1,6.2,1,17,6,2,HUMANAS
338,0,0,0,0,6.5,4.8,5.7,5.2,1,7,2,3,EXATAS
339,0,0,0,0,7.0,6.8,7.8,6.8,1,5,5,3,MUITO_BOM
340,0,0,0,0,5.7,4.3,5.5,6.4,1,4,2,4,EXATAS
341,0,0,0,0,7.2,7.0,4.8,5.6,1,9,5,3,EXATAS
342,0,0,0,0,7.2,6.7,7.7,0.0,0,12,7,3,HUMANAS
343,1,1,1,1,0.0,0.0,0.0,0.0,1,7,4,7,DIFICULDADE
344,0,0,0,0,5.6,5.5,5.1,5.0,1,4,2,6,EXATAS
345,0,0,0,0,6.8,5.6,5.7,5.2,0,7,2,7,EXATAS
346,3,3,3,1,0.0,0.0,0.0,0.0,1,4,2,3,DIFICULDADE
347,1,3,1,1,0.0,0.0,0.0,0.0,1,0,3,4,DIFICULDADE
348,0,0,0,0,7.1,6.8,7.9,0.0,1,8,7,4,HUMANAS
349,0,0,0,0,6.6,6.2,5.7,6.2,0,6,0,5,EXATAS
350,0,0,0,0,6.0,6.7,4.9,5.3,0,1,4,2,EXATAS
351,0,0,1,1,6.5,6.8,0.0,0.0,0,4,7,1,DIFICULDADE
352,0,0,0,0,6.1,5.5,4.9,5.3,1,3,2,3,EXATAS
353,1,1,3,1,0.0,0.0,0.0,0.0,1,3,2,4,DIFICULDADE
354,0,0,0,0,6.4,6.4,6.4,0.0,1,2,4,6,EXATAS
355,0,0,0,0,7.0,7.5,6.4,6.7,1,4,2,6,EXATAS
356,0,0,0,0,7.2,7.2,6.1,5.5,0,9,3,5,EXATAS
357,0,0,0,0,5.9,6.3,6.7,6.3,1,4,5,3,HUMANAS
358,0,0,1,1,4.3,4.8,0.0,0.0,1,4,0,5,DIFICULDADE
359,0,0,0,0,7.1,6.6,7.3,6.7,1,5,3,3,HUMANAS
360,1,1,3,1,0.0,0.0,0.0,0.0,0,2,4,4,DIFICULDADE
361,0,0,0,0,6.3,7.1,7.2,7.0,0,6,0,7,HUMANAS
362,0,0,0,0,5.6,7.4,7.0,5.1,0,7,5,3,HUMANAS
363,0,0,0,0,6.7,6.6,8.1,6.8,0,17,6,1,HUMANAS
364,1,1,3,1,0.0,0.0,0.0,0.0,1,4,5,3,DIFICULDADE
365,0,0,0,0,7.2,7.1,7.3,6.5,0,11,5,2,HUMANAS
366,0,0,0,0,6.9,7.4,7.6,7.2,1,8,2,3,HUMANAS
367,0,0,0,0,6.6,7.2,6.1,5.7,0,7,5,3,EXATAS
368,0,0,0,0,6.4,5.8,6.3,6.3,1,10,5,3,EXATAS
369,0,0,0,0,6.4,7.1,6.4,0.0,1,7,6,4,EXATAS
370,0,0,0,0,7.4,6.8,7.1,5.6,0,5,7,3,HUMANAS
371,0,0,0,0,6.4,7.1,5.8,5.4,1,4,2,4,EXATAS
372,0,0,0,0,6.3,5.7,6.3,5.7,1,2,5,3,EXATAS
373,0,0,0,0,7.1,7.3,5.3,6.4,1,4,2,6,EXATAS
374,1,1,1,1,0.0,0.0,0.0,0.0,0,2,0,8,DIFICULDADE
375,0,0,0,0,7.3,7.8,7.3,7.2,1,4,4,3,MUITO_BOM
376,1,1,1,1,0.0,0.0,0.0,0.0,0,13,0,1,DIFICULDADE
377,0,0,1,3,5.1,4.5,0.0,0.0,1,5,2,6,DIFICULDADE
378,0,0,0,0,6.5,6.2,5.4,6.0,1,9,2,7,EXATAS
379,0,0,0,0,6.6,6.6,4.8,5.0,1,4,4,4,EXATAS
380,0,0,0,0,6.1,5.6,5.0,5.2,1,2,2,8,EXATAS
381,0,0,0,0,6.8,6.6,6.3,0.0,0,3,2,6,EXATAS
382,0,0,0,0,6.8,6.6,5.7,6.3,0,8,2,4,EXATAS
383,0,0,0,0,6.2,5.8,7.2,0.0,1,2,1,7,HUMANAS
384,0,0,0,0,6.9,7.0,8.6,0.0,1,2,2,6,HUMANAS
385,0,0,0,0,6.0,4.2,5.7,5.9,1,5,2,6,EXATAS
386,0,0,0,0,4.6,5.3,5.2,5.6,1,3,2,6,DIFICULDADE
387,0,0,0,0,5.7,5.0,5.2,5.3,1,5,5,3,EXATAS
388,0,0,0,0,5.3,5.1,5.9,5.6,1,4,5,3,EXATAS
389,0,0,0,0,6.3,7.1,5.3,6.1,1,15,6,2,EXATAS
390,0,0,0,0,6.8,6.7,5.5,4.7,0,11,4,4,EXATAS
391,0,0,0,0,7.2,6.9,8.0,6.7,0,4,4,3,MUITO_BOM
392,0,0,0,0,6.4,6.8,7.3,6.1,1,2,2,4,HUMANAS
393,0,0,0,0,4.6,5.1,6.0,4.6,1,2,2,3,DIFICULDADE
394,0,0,0,0,6.9,7.8,7.1,5.9,1,17,2,1,MUITO_BOM
395,1,1,3,1,0.0,0.0,0.0,0.0,1,4,2,4,DIFICULDADE
396,0,0,0,0,7.1,7.0,8.7,6.9,0,4,3,4,MUITO_BOM
397,0,0,0,0,6.6,6.8,7.7,7.1,0,8,2,6,HUMANAS
398,0,0,0,0,6.1,6.1,5.8,4.9,1,7,3,5,EXATAS
399,1,1,1,1,0.0,0.0,0.0,0.0,0,13,4,3,DIFICULDADE
400,0,0,0,0,6.5,6.7,6.5,6.0,1,5,3,5,EXATAS
401,0,0,1,1,6.1,5.9,0.0,0.0,1,4,4,5,DIFICULDADE
402,0,0,0,0,5.1,5.2,5.7,4.2,1,5,5,3,DIFICULDADE
403,0,0,0,0,6.9,6.7,5.6,7.0,1,1,2,5,EXATAS
404,0,0,0,0,6.7,6.6,5.7,0.0,1,15,2,2,EXATAS
405,0,0,0,0,5.5,6.3,5.1,5.6,0,4,3,5,EXATAS
406,0,0,0,0,6.6,6.6,8.0,6.0,1,10,2,6,HUMANAS
407,0,0,0,0,5.1,5.0,5.3,5.2,0,3,3,2,DIFICULDADE
408,1,3,1,1,0.0,0.0,0.0,0.0,0,3,5,3,DIFICULDADE
409,1,1,3,1,0.0,0.0,0.0,0.0,0,2,3,8,DIFICULDADE
410,0,0,0,0,6.3,7.0,8.0,6.1,0,11,5,8,HUMANAS
411,0,0,0,0,6.0,4.7,5.3,0.0,1,10,0,4,DIFICULDADE
412,0,0,0,0,6.2,6.7,6.1,0.0,0,13,4,3,EXATAS
413,0,0,0,0,5.1,5.7,6.2,0.0,0,3,5,6,EXATAS
414,0,0,0,0,7.1,6.3,7.1,5.7,0,15,6,2,HUMANAS
415,0,0,0,0,6.7,6.4,5.5,0.0,1,5,5,4,EXATAS
416,0,0,0,0,6.8,6.8,6.2,0.0,0,5,5,2,EXATAS
417,0,0,0,0,6.5,6.3,6.1,6.0,1,2,2,5,EXATAS
418,0,0,0,0,7.1,7.8,8.7,6.8,0,7,5,2,EXCELENTE
419,0,0,0,0,6.1,5.7,4.7,5.0,0,3,2,3,EXATAS
420,0,0,0,0,6.8,6.0,5.7,6.6,1,5,1,7,EXATAS
421,0,0,0,0,6.5,5.9,7.2,4.6,0,2,2,5,HUMANAS
422,0,0,0,0,6.0,5.3,6.8,5.3,0,5,5,2,HUMANAS
423,1,1,1,1,0.0,0.0,0.0,0.0,0,7,6,1,DIFICULDADE
424,0,0,3,1,5.3,5.6,0.0,0.0,1,2,2,6,DIFICULDADE
425,0,0,0,0,5.3,5.5,5.0,5.6,0,2,1,8,DIFICULDADE
426,1,1,1,3,0.0,0.0,0.0,0.0,1,5,5,8,DIFICULDADE
427,0,0,0,0,7.8,7.6,8.3,7.4,0,5,3,2,EXCELENTE
428,1,1,1,1,0.0,0.0,0.0,0.0,0,8,6,2,DIFICULDADE
429,0,0,0,0,7.8,7.4,9.5,7.5,1,15,3,1,EXCELENTE
430,0,0,0,0,7.2,7.1,7.9,6.7,1,2,1,3,HUMANAS
431,1,3,1,1,0.0,0.0,0.0,0.0,0,6,4,5,DIFICULDADE
432,1,1,3,1,0.0,0.0,0.0,0.0,0,3,4,3,DIFICULDADE
433,1,1,1,1,0.0,0.0,0.0,0.0,0,4,0,6,DIFICULDADE
434,0,0,0,0,6.7,6.6,6.2,5.0,1,2,2,5,EXATAS
435,0,0,0,0,7.6,7.3,7.6,6.6,0,6,7,3,MUITO_BOM
436,0,0,0,0,5.4,5.4,4.5,5.6,1,4,2,3,DIFICULDADE
437,0,0,0,0,6.3,6.1,5.5,5.8,1,5,3,5,EXATAS
438,0,0,0,0,6.4,6.1,6.3,6.5,1,12,2,5,EXATAS
439,1,1,1,1,0.0,0.0,0.0,0.0,1,5,2,5,DIFICULDADE
440,1,1,1,1,0.0,0.0,0.0,0.0,0,2,0,4,DIFICULDADE
441,0,0,0,0,6.4,6.4,6.2,5.7,1,3,2,4,EXATAS
442,0,0,0,0,6.7,6.6,4.8,6.2,1,6,7,5,EXATAS
443,1,1,1,1,0.0,0.0,0.0,0.0,1,9,5,4,DIFICULDADE
444,1,3,1,1,0.0,0.0,0.0,0.0,0,4,2,3,DIFICULDADE
445,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,3,DIFICULDADE
446,0,0,0,0,5.0,4.6,6.7,5.1,1,1,2,6,DIFICULDADE
447,0,0,0,0,6.7,6.6,5.0,6.2,0,11,5,3,EXATAS
448,3,1,3,1,0.0,0.0,0.0,0.0,0,5,2,6,DIFICULDADE
449,0,0,0,0,5.7,5.5,5.9,5.5,1,0,2,6,EXATAS
450,0,0,0,0,7.2,7.2,5.3,5.5,1,13,6,1,EXATAS
451,0,0,0,0,7.0,6.6,6.3,6.6,0,2,6,3,EXATAS
452,3,1,3,1,0.0,0.0,0.0,0.0,1,1,4,3,DIFICULDADE
453,0,0,0,0,6.4,5.7,5.3,5.1,1,7,4,4,EXATAS
454,0,0,0,0,6.2,6.6,5.9,4.7,1,3,2,7,EXATAS
455,0,0,0,0,6.4,6.7,8.1,6.7,0,5,2,6,HUMANAS
456,0,0,0,0,6.4,5.1,7.0,4.8,1,11,3,5,HUMANAS
457,0,0,0,0,5.7,6.4,5.8,4.6,0,3,2,5,EXATAS
458,0,0,0,0,6.5,6.8,8.0,0.0,0,2,5,7,HUMANAS
459,1,1,1,1,0.0,0.0,0.0,0.0,1,12,4,4,DIFICULDADE
460,0,0,0,0,7.0,5.9,6.9,0.0,1,4,0,5,HUMANAS
461,1,1,3,1,0.0,0.0,0.0,0.0,0,6,3,2,DIFICULDADE
462,0,0,3,3,6.4,5.8,0.0,0.0,1,5,2,7,DIFICULDADE
463,0,0,0,0,5.6,7.5,5.6,0.0,0,3,4,4,EXATAS
464,0,0,3,3,6.3,6.7,0.0,0.0,1,3,0,3,DIFICULDADE
465,0,0,0,0,7.3,7.0,6.6,0.0,1,3,3,5,HUMANAS
466,0,0,0,0,6.6,5.7,7.7,5.8,1,6,4,6,HUMANAS
467,0,0,0,0,5.3,5.4,4.6,4.9,0,3,3,4,DIFICULDADE
468,0,0,0,0,7.4,6.4,6.2,6.6,0,12,0,1,EXATAS
469,0,0,0,0,7.0,6.4,5.6,6.9,1,4,1,1,EXATAS
470,1,1,3,1,0.0,0.0,0.0,0.0,1,6,1,7,DIFICULDADE
471,0,0,0,0,6.0,5.7,7.2,0.0,1,2,5,3,HUMANAS
472,0,0,0,0,7.0,7.7,7.4,6.6,1,11,2,6,HUMANAS
473,1,1,1,1,0.0,0.0,0.0,0.0,0,6,0,3,DIFICULDADE
474,0,0,0,0,5.7,4.9,6.3,0.0,0,0,2,3,EXATAS
475,3,1,1,1,0.0,0.0,0.0,0.0,0,7,2,6,DIFICULDADE
476,1,1,1,1,0.0,0.0,0.0,0.0,1,4,2,6,DIFICULDADE
477,0,0,0,0,7.0,6.5,7.0,0.0,0,2,2,6,HUMANAS
478,0,0,0,0,6.2,7.0,5.4,0.0,0,4,2,6,EXATAS
479,0,0,0,0,6.7,7.1,5.5,6.9,1,12,6,2,EXATAS
480,0,0,0,0,5.7,5.4,5.0,4.7,0,16,7,6,EXATAS
481,0,0,0,0,6.4,6.4,5.6,4.7,1,4,1,3,EXATAS
482,0,0,0,0,5.9,4.8,6.5,0.0,1,15,5,1,EXATAS
483,0,0,0,0,6.4,6.9,7.7,5.1,0,14,5,2,HUMANAS
484,0,0,0,0,5.9,4.6,5.3,5.5,1,4,5,3,EXATAS
485,0,0,0,0,6.4,6.6,6.1,6.0,0,5,3,3,EXATAS
486,0,0,0,0,7.6,8.0,7.2,6.5,0,8,5,3,MUITO_BOM
487,0,0,0,0,6.9,6.0,5.2,5.0,0,2,5,5,EXATAS
488,0,0,0,0,6.3,5.8,5.8,5.9,0,5,5,3,EXATAS
489,1,1,1,1,0.0,0.0,0.0,0.0,1,2,2,6,DIFICULDADE
490,1,1,3,1,0.0,0.0,0.0,0.0,0,2,2,6,DIFICULDADE
491,0,0,0,0,7.1,7.0,7.2,5.2,0,4,4,5,HUMANAS
492,0,0,0,0,5.0,4.5,6.5,4.4,1,2,3,5,DIFICULDADE
493,1,1,1,1,0.0,0.0,0.0,0.0,1,4,2,6,DIFICULDADE
494,0,0,0,0,7.6,7.6,10.3,6.9,0,16,6,1,EXCELENTE
495,0,0,0,0,6.3,5.3,7.0,5.6,1,4,0,8,HUMANAS
496,0,0,0,0,5.7,5.9,5.8,5.0,1,1,1,6,DIFICULDADE
497,0,0,0,0,6.7,7.1,5.7,6.3,0,16,6,3,EXATAS
498,0,0,0,0,6.7,7.2,5.2,5.7,1,10,3,5,EXATAS
499,0,0,0,0,7.1,6.8,6.5,6.0,1,5,3,6,EXATAS
